date,crop,mandi,price,rainfall_index,msp_floor
2021-09-22,Bajra,Jaipur,2500,0.8,2500
2021-09-22,Jowar,Nagpur,3180,5.99,3180
2021-09-22,Tur Dal,Hyderabad,7000,1.56,7000
2021-09-22,Moong Dal,Bhopal,7755,2.31,7755
2021-09-22,Urad Dal,Kanpur,6950,2.16,6950
2021-09-22,Groundnut,Ahmedabad,5850,2.68,5850
2021-09-22,Soybean,Indore,4600,3.75,4600
2021-09-22,Mustard,Jaipur,5650,4.45,5650
2021-09-22,Cotton,Nagpur,6755,4.63,6620
2021-09-22,Sugarcane,Lucknow,3150,3.93,3150
2021-09-22,Tea,Guwahati,17657,3.46,0
2021-09-22,Coffee,Chikmagalur,13826,0.55,0
2021-09-23,Tomato,Delhi,1704,1.98,0
2021-09-23,Onion,Delhi,1718,5.31,0
2021-09-23,Potato,Delhi,1302,5.73,0
2021-09-23,Brinjal,Delhi,1752,1.34,0
2021-09-23,Cabbage,Delhi,1146,4.98,0
2021-09-23,Wheat,Delhi,2275,0.58,2275
2021-09-23,Rice,Lucknow,2683,0.35,2300
2021-09-23,Maize,Indore,2090,3.95,2090
2021-09-23,Bajra,Jaipur,2500,1.85,2500
2021-09-23,Jowar,Nagpur,3180,1.06,3180
2021-09-23,Tur Dal,Hyderabad,7000,0.93,7000
2021-09-23,Moong Dal,Bhopal,7755,2.99,7755
2021-09-23,Urad Dal,Kanpur,6950,2.8,6950
2021-09-23,Groundnut,Ahmedabad,5858,1.19,5850
2021-09-23,Soybean,Indore,4600,3.11,4600
2021-09-23,Mustard,Jaipur,5650,5.43,5650
2021-09-23,Cotton,Nagpur,6947,4.83,6620
2021-09-23,Sugarcane,Lucknow,3150,5.25,3150
2021-09-23,Tea,Guwahati,17875,0.6,0
2021-09-23,Coffee,Chikmagalur,13802,5.23,0
2021-09-24,Tomato,Delhi,1744,4.95,0
2021-09-24,Onion,Delhi,1725,0.25,0
2021-09-24,Potato,Delhi,1170,2.52,0
2021-09-24,Brinjal,Delhi,1585,0.74,0
2021-09-24,Cabbage,Delhi,1127,3.35,0
2021-09-24,Wheat,Delhi,2275,4.54,2275
2021-09-24,Rice,Lucknow,2606,3.23,2300
2021-09-24,Maize,Indore,2090,3.79,2090
2021-09-24,Bajra,Jaipur,2500,0.51,2500
2021-09-24,Jowar,Nagpur,3180,0.46,3180
2021-09-24,Tur Dal,Hyderabad,7000,2.24,7000
2021-09-24,Moong Dal,Bhopal,7755,5.92,7755
2021-09-24,Urad Dal,Kanpur,6950,0.76,6950
2021-09-24,Groundnut,Ahmedabad,5905,1.82,5850
2021-09-24,Soybean,Indore,4600,2.88,4600
2021-09-24,Mustard,Jaipur,5650,2.52,5650
2021-09-24,Cotton,Nagpur,6800,4.06,6620
2021-09-24,Sugarcane,Lucknow,3150,1.19,3150
2021-09-24,Tea,Guwahati,17928,1.98,0
2021-09-24,Coffee,Chikmagalur,13833,2.24,0
2021-09-25,Tomato,Delhi,1847,2.65,0
2021-09-25,Onion,Delhi,1664,5.21,0
2021-09-25,Potato,Delhi,1290,2.26,0
2021-09-25,Brinjal,Delhi,1629,4.39,0
2021-09-25,Cabbage,Delhi,1281,3.58,0
2021-09-25,Wheat,Delhi,2275,5.64,2275
2021-09-25,Rice,Lucknow,2525,1.38,2300
2021-09-25,Maize,Indore,2090,1.63,2090
2021-09-25,Bajra,Jaipur,2500,1.47,2500
2021-09-25,Jowar,Nagpur,3180,1.72,3180
2021-09-25,Tur Dal,Hyderabad,7000,0.08,7000
2021-09-25,Moong Dal,Bhopal,7755,2.17,7755
2021-09-25,Urad Dal,Kanpur,6950,0.14,6950
2021-09-25,Groundnut,Ahmedabad,5850,2.17,5850
2021-09-25,Soybean,Indore,4600,3.19,4600
2021-09-25,Mustard,Jaipur,5650,0.98,5650
2021-09-25,Cotton,Nagpur,6742,4.18,6620
2021-09-25,Sugarcane,Lucknow,3150,4.77,3150
2021-09-25,Tea,Guwahati,17787,0.95,0
2021-09-25,Coffee,Chikmagalur,13815,1.13,0
2021-09-26,Tomato,Delhi,1709,2.39,0
2021-09-26,Onion,Delhi,1713,0.7,0
2021-09-26,Potato,Delhi,1397,5.65,0
2021-09-26,Brinjal,Delhi,1651,3.71,0
2021-09-26,Cabbage,Delhi,1207,2.96,0
2021-09-26,Wheat,Delhi,2275,3.76,2275
2021-09-26,Rice,Lucknow,2642,0.53,2300
2021-09-26,Maize,Indore,2090,4.52,2090
2021-09-26,Bajra,Jaipur,2500,4.5,2500
2021-09-26,Jowar,Nagpur,3180,5.68,3180
2021-09-26,Tur Dal,Hyderabad,7000,0.26,7000
2021-09-26,Moong Dal,Bhopal,7755,2.6,7755
2021-09-26,Urad Dal,Kanpur,6950,5.47,6950
2021-09-26,Groundnut,Ahmedabad,5850,4.62,5850
2021-09-26,Soybean,Indore,4600,5.9,4600
2021-09-26,Mustard,Jaipur,5650,0.54,5650
2021-09-26,Cotton,Nagpur,6710,4.71,6620
2021-09-26,Sugarcane,Lucknow,3150,1.73,3150
2021-09-26,Tea,Guwahati,17856,4.27,0
2021-09-26,Coffee,Chikmagalur,13780,3.53,0
2021-09-27,Tomato,Delhi,1758,4.69,0
2021-09-27,Onion,Delhi,1696,2.8,0
2021-09-27,Potato,Delhi,1396,2.64,0
2021-09-27,Brinjal,Delhi,1673,4.06,0
2021-09-27,Cabbage,Delhi,1139,5.69,0
2021-09-27,Wheat,Delhi,2275,1.71,2275
2021-09-27,Rice,Lucknow,2633,3.89,2300
2021-09-27,Maize,Indore,2090,0.28,2090
2021-09-27,Bajra,Jaipur,2500,0.43,2500
2021-09-27,Jowar,Nagpur,3180,2.27,3180
2021-09-27,Tur Dal,Hyderabad,7000,3.75,7000
2021-09-27,Moong Dal,Bhopal,7755,2.05,7755
2021-09-27,Urad Dal,Kanpur,6950,3.49,6950
2021-09-27,Groundnut,Ahmedabad,5850,5.54,5850
2021-09-27,Soybean,Indore,4600,5.79,4600
2021-09-27,Mustard,Jaipur,5650,2.29,5650
2021-09-27,Cotton,Nagpur,6896,5.69,6620
2021-09-27,Sugarcane,Lucknow,3150,3.18,3150
2021-09-27,Tea,Guwahati,17651,5.64,0
2021-09-27,Coffee,Chikmagalur,13832,2.41,0
2021-09-28,Tomato,Delhi,1827,0.19,0
2021-09-28,Onion,Delhi,1687,0.52,0
2021-09-28,Potato,Delhi,1279,0.54,0
2021-09-28,Brinjal,Delhi,1618,3.78,0
2021-09-28,Cabbage,Delhi,1202,5.36,0
2021-09-28,Wheat,Delhi,2275,4.07,2275
2021-09-28,Rice,Lucknow,2673,3.13,2300
2021-09-28,Maize,Indore,2090,4.14,2090
2021-09-28,Bajra,Jaipur,2500,3.95,2500
2021-09-28,Jowar,Nagpur,3180,0.65,3180
2021-09-28,Tur Dal,Hyderabad,7000,1.34,7000
2021-09-28,Moong Dal,Bhopal,7755,0.43,7755
2021-09-28,Urad Dal,Kanpur,6950,5.88,6950
2021-09-28,Groundnut,Ahmedabad,5850,2.12,5850
2021-09-28,Soybean,Indore,4600,2.66,4600
2021-09-28,Mustard,Jaipur,5650,4.95,5650
2021-09-28,Cotton,Nagpur,6915,3.7,6620
2021-09-28,Sugarcane,Lucknow,3150,4.68,3150
2021-09-28,Tea,Guwahati,17797,4.25,0
2021-09-28,Coffee,Chikmagalur,13826,2.66,0
2021-09-29,Tomato,Delhi,1750,5.09,0
2021-09-29,Onion,Delhi,1512,5.44,0
2021-09-29,Potato,Delhi,1310,3.58,0
2021-09-29,Brinjal,Delhi,1833,5.61,0
2021-09-29,Cabbage,Delhi,1127,0.5,0
2021-09-29,Wheat,Delhi,2275,3.93,2275
2021-09-29,Rice,Lucknow,2585,0.77,2300
2021-09-29,Maize,Indore,2090,2.05,2090
2021-09-29,Bajra,Jaipur,2500,6.0,2500
2021-09-29,Jowar,Nagpur,3180,0.66,3180
2021-09-29,Tur Dal,Hyderabad,7000,2.73,7000
2021-09-29,Moong Dal,Bhopal,7755,4.85,7755
2021-09-29,Urad Dal,Kanpur,6950,0.1,6950
2021-09-29,Groundnut,Ahmedabad,5850,2.45,5850
2021-09-29,Soybean,Indore,4600,5.59,4600
2021-09-29,Mustard,Jaipur,5650,4.8,5650
2021-09-29,Cotton,Nagpur,6821,2.58,6620
2021-09-29,Sugarcane,Lucknow,3150,0.13,3150
2021-09-29,Tea,Guwahati,17860,5.57,0
2021-09-29,Coffee,Chikmagalur,13943,1.26,0
2021-09-30,Tomato,Delhi,1926,2.84,0
2021-09-30,Onion,Delhi,1623,3.24,0
2021-09-30,Potato,Delhi,1257,2.88,0
2021-09-30,Brinjal,Delhi,1731,4.74,0
2021-09-30,Cabbage,Delhi,1084,2.49,0
2021-09-30,Wheat,Delhi,2275,1.65,2275
2021-09-30,Rice,Lucknow,2520,0.72,2300
2021-09-30,Maize,Indore,2090,3.05,2090
2021-09-30,Bajra,Jaipur,2500,0.9,2500
2021-09-30,Jowar,Nagpur,3180,5.48,3180
2021-09-30,Tur Dal,Hyderabad,7000,5.23,7000
2021-09-30,Moong Dal,Bhopal,7755,0.1,7755
2021-09-30,Urad Dal,Kanpur,6950,4.73,6950
2021-09-30,Groundnut,Ahmedabad,5850,5.49,5850
2021-09-30,Soybean,Indore,4600,3.49,4600
2021-09-30,Mustard,Jaipur,5650,0.57,5650
2021-09-30,Cotton,Nagpur,6894,4.42,6620
2021-09-30,Sugarcane,Lucknow,3150,2.79,3150
2021-09-30,Tea,Guwahati,17839,0.13,0
2021-09-30,Coffee,Chikmagalur,13924,4.64,0
2021-10-01,Tomato,Delhi,1827,0.95,0
2021-10-01,Onion,Delhi,1641,2.87,0
2021-10-01,Potato,Delhi,1201,0.52,0
2021-10-01,Brinjal,Delhi,1689,2.22,0
2021-10-01,Cabbage,Delhi,1109,1.38,0
2021-10-01,Wheat,Delhi,2275,1.36,2275
2021-10-01,Rice,Lucknow,2480,3.99,2300
2021-10-01,Maize,Indore,2090,0.12,2090
2021-10-01,Bajra,Jaipur,2500,0.84,2500
2021-10-01,Jowar,Nagpur,3180,3.29,3180
2021-10-01,Tur Dal,Hyderabad,7000,4.89,7000
2021-10-01,Moong Dal,Bhopal,7755,5.49,7755
2021-10-01,Urad Dal,Kanpur,6950,1.27,6950
2021-10-01,Groundnut,Ahmedabad,5850,5.15,5850
2021-10-01,Soybean,Indore,4600,0.81,4600
2021-10-01,Mustard,Jaipur,5650,2.44,5650
2021-10-01,Cotton,Nagpur,6726,3.54,6620
2021-10-01,Sugarcane,Lucknow,3150,3.47,3150
2021-10-01,Tea,Guwahati,17705,3.52,0
2021-10-01,Coffee,Chikmagalur,13826,1.07,0
2021-10-02,Tomato,Delhi,1884,2.34,0
2021-10-02,Onion,Delhi,1586,3.94,0
2021-10-02,Potato,Delhi,1274,5.7,0
2021-10-02,Brinjal,Delhi,1574,5.69,0
2021-10-02,Cabbage,Delhi,1108,5.15,0
2021-10-02,Wheat,Delhi,2275,3.36,2275
2021-10-02,Rice,Lucknow,2509,1.58,2300
2021-10-02,Maize,Indore,2090,4.9,2090
2021-10-02,Bajra,Jaipur,2500,0.04,2500
2021-10-02,Jowar,Nagpur,3180,3.19,3180
2021-10-02,Tur Dal,Hyderabad,7000,3.68,7000
2021-10-02,Moong Dal,Bhopal,7755,1.46,7755
2021-10-02,Urad Dal,Kanpur,6950,2.27,6950
2021-10-02,Groundnut,Ahmedabad,5850,2.56,5850
2021-10-02,Soybean,Indore,4600,3.51,4600
2021-10-02,Mustard,Jaipur,5650,4.28,5650
2021-10-02,Cotton,Nagpur,6760,3.28,6620
2021-10-02,Sugarcane,Lucknow,3150,2.96,3150
2021-10-02,Tea,Guwahati,17890,0.22,0
2021-10-02,Coffee,Chikmagalur,13893,5.65,0
2021-10-03,Tomato,Delhi,1911,3.68,0
2021-10-03,Onion,Delhi,1564,3.29,0
2021-10-03,Potato,Delhi,1253,5.21,0
2021-10-03,Brinjal,Delhi,1575,0.33,0
2021-10-03,Cabbage,Delhi,1269,5.0,0
2021-10-03,Wheat,Delhi,2275,4.22,2275
2021-10-03,Rice,Lucknow,2596,5.49,2300
2021-10-03,Maize,Indore,2090,5.62,2090
2021-10-03,Bajra,Jaipur,2500,4.86,2500
2021-10-03,Jowar,Nagpur,3180,3.2,3180
2021-10-03,Tur Dal,Hyderabad,7000,1.34,7000
2021-10-03,Moong Dal,Bhopal,7755,0.28,7755
2021-10-03,Urad Dal,Kanpur,6950,2.47,6950
2021-10-03,Groundnut,Ahmedabad,5850,5.33,5850
2021-10-03,Soybean,Indore,4600,1.17,4600
2021-10-03,Mustard,Jaipur,5650,0.02,5650
2021-10-03,Cotton,Nagpur,6753,4.89,6620
2021-10-03,Sugarcane,Lucknow,3150,0.7,3150
2021-10-03,Tea,Guwahati,17682,4.83,0
2021-10-03,Coffee,Chikmagalur,13679,3.35,0
2021-10-04,Tomato,Delhi,1745,3.88,0
2021-10-04,Onion,Delhi,1720,2.6,0
2021-10-04,Potato,Delhi,1318,4.07,0
2021-10-04,Brinjal,Delhi,1554,3.12,0
2021-10-04,Cabbage,Delhi,1185,2.66,0
2021-10-04,Wheat,Delhi,2275,5.52,2275
2021-10-04,Rice,Lucknow,2647,3.96,2300
2021-10-04,Maize,Indore,2090,0.79,2090
2021-10-04,Bajra,Jaipur,2500,4.08,2500
2021-10-04,Jowar,Nagpur,3180,4.2,3180
2021-10-04,Tur Dal,Hyderabad,7000,4.42,7000
2021-10-04,Moong Dal,Bhopal,7755,2.67,7755
2021-10-04,Urad Dal,Kanpur,6950,5.26,6950
2021-10-04,Groundnut,Ahmedabad,5850,3.98,5850
2021-10-04,Soybean,Indore,4600,2.15,4600
2021-10-04,Mustard,Jaipur,5650,2.54,5650
2021-10-04,Cotton,Nagpur,6700,1.26,6620
2021-10-04,Sugarcane,Lucknow,3150,1.81,3150
2021-10-04,Tea,Guwahati,17874,5.45,0
2021-10-04,Coffee,Chikmagalur,13901,3.23,0
2021-10-05,Tomato,Delhi,1818,1.71,0
2021-10-05,Onion,Delhi,1470,1.52,0
2021-10-05,Potato,Delhi,1338,5.32,0
2021-10-05,Brinjal,Delhi,1635,1.4,0
2021-10-05,Cabbage,Delhi,1320,0.34,0
2021-10-05,Wheat,Delhi,2275,3.27,2275
2021-10-05,Rice,Lucknow,2746,4.13,2300
2021-10-05,Maize,Indore,2090,0.63,2090
2021-10-05,Bajra,Jaipur,2500,2.24,2500
2021-10-05,Jowar,Nagpur,3180,1.15,3180
2021-10-05,Tur Dal,Hyderabad,7000,1.63,7000
2021-10-05,Moong Dal,Bhopal,7755,0.21,7755
2021-10-05,Urad Dal,Kanpur,6950,5.36,6950
2021-10-05,Groundnut,Ahmedabad,5885,1.95,5850
2021-10-05,Soybean,Indore,4600,2.08,4600
2021-10-05,Mustard,Jaipur,5650,0.04,5650
2021-10-05,Cotton,Nagpur,6670,4.24,6620
2021-10-05,Sugarcane,Lucknow,3150,1.1,3150
2021-10-05,Tea,Guwahati,17835,2.39,0
2021-10-05,Coffee,Chikmagalur,13786,0.54,0
2021-10-06,Tomato,Delhi,1886,1.74,0
2021-10-06,Onion,Delhi,1536,5.14,0
2021-10-06,Potato,Delhi,1371,0.64,0
2021-10-06,Brinjal,Delhi,1620,2.73,0
2021-10-06,Cabbage,Delhi,1075,0.83,0
2021-10-06,Wheat,Delhi,2275,5.73,2275
2021-10-06,Rice,Lucknow,2623,5.21,2300
2021-10-06,Maize,Indore,2090,1.63,2090
2021-10-06,Bajra,Jaipur,2500,5.22,2500
2021-10-06,Jowar,Nagpur,3180,2.65,3180
2021-10-06,Tur Dal,Hyderabad,7000,1.1,7000
2021-10-06,Moong Dal,Bhopal,7755,0.87,7755
2021-10-06,Urad Dal,Kanpur,6950,3.14,6950
2021-10-06,Groundnut,Ahmedabad,5925,2.86,5850
2021-10-06,Soybean,Indore,4600,4.93,4600
2021-10-06,Mustard,Jaipur,5650,2.2,5650
2021-10-06,Cotton,Nagpur,6858,5.65,6620
2021-10-06,Sugarcane,Lucknow,3150,1.95,3150
2021-10-06,Tea,Guwahati,17783,5.93,0
2021-10-06,Coffee,Chikmagalur,13945,1.91,0
2021-10-07,Tomato,Delhi,1931,2.73,0
2021-10-07,Onion,Delhi,1463,0.1,0
2021-10-07,Potato,Delhi,1441,0.95,0
2021-10-07,Brinjal,Delhi,1631,5.35,0
2021-10-07,Cabbage,Delhi,1332,1.96,0
2021-10-07,Wheat,Delhi,2275,5.68,2275
2021-10-07,Rice,Lucknow,2482,3.16,2300
2021-10-07,Maize,Indore,2090,2.49,2090
2021-10-07,Bajra,Jaipur,2500,1.53,2500
2021-10-07,Jowar,Nagpur,3180,3.86,3180
2021-10-07,Tur Dal,Hyderabad,7000,3.97,7000
2021-10-07,Moong Dal,Bhopal,7755,2.98,7755
2021-10-07,Urad Dal,Kanpur,6950,2.34,6950
2021-10-07,Groundnut,Ahmedabad,5922,5.59,5850
2021-10-07,Soybean,Indore,4600,0.68,4600
2021-10-07,Mustard,Jaipur,5650,1.58,5650
2021-10-07,Cotton,Nagpur,6888,4.29,6620
2021-10-07,Sugarcane,Lucknow,3150,2.67,3150
2021-10-07,Tea,Guwahati,17896,2.46,0
2021-10-07,Coffee,Chikmagalur,13896,2.11,0
2021-10-08,Tomato,Delhi,1925,5.48,0
2021-10-08,Onion,Delhi,1482,1.41,0
2021-10-08,Potato,Delhi,1241,1.42,0
2021-10-08,Brinjal,Delhi,1627,3.59,0
2021-10-08,Cabbage,Delhi,1318,2.34,0
2021-10-08,Wheat,Delhi,2275,5.93,2275
2021-10-08,Rice,Lucknow,2493,4.95,2300
2021-10-08,Maize,Indore,2090,4.49,2090
2021-10-08,Bajra,Jaipur,2500,0.78,2500
2021-10-08,Jowar,Nagpur,3180,5.6,3180
2021-10-08,Tur Dal,Hyderabad,7000,5.87,7000
2021-10-08,Moong Dal,Bhopal,7755,3.87,7755
2021-10-08,Urad Dal,Kanpur,6950,4.87,6950
2021-10-08,Groundnut,Ahmedabad,5850,2.42,5850
2021-10-08,Soybean,Indore,4600,3.58,4600
2021-10-08,Mustard,Jaipur,5650,1.63,5650
2021-10-08,Cotton,Nagpur,6798,3.79,6620
2021-10-08,Sugarcane,Lucknow,3150,4.52,3150
2021-10-08,Tea,Guwahati,17896,2.87,0
2021-10-08,Coffee,Chikmagalur,13813,5.66,0
2021-10-09,Tomato,Delhi,1712,5.86,0
2021-10-09,Onion,Delhi,1693,2.61,0
2021-10-09,Potato,Delhi,1389,2.71,0
2021-10-09,Brinjal,Delhi,1706,4.61,0
2021-10-09,Cabbage,Delhi,1301,4.38,0
2021-10-09,Wheat,Delhi,2275,2.73,2275
2021-10-09,Rice,Lucknow,2640,4.06,2300
2021-10-09,Maize,Indore,2090,0.64,2090
2021-10-09,Bajra,Jaipur,2500,4.95,2500
2021-10-09,Jowar,Nagpur,3180,1.07,3180
2021-10-09,Tur Dal,Hyderabad,7000,5.5,7000
2021-10-09,Moong Dal,Bhopal,7755,0.88,7755
2021-10-09,Urad Dal,Kanpur,6950,0.88,6950
2021-10-09,Groundnut,Ahmedabad,5850,4.72,5850
2021-10-09,Soybean,Indore,4600,2.95,4600
2021-10-09,Mustard,Jaipur,5650,0.8,5650
2021-10-09,Cotton,Nagpur,6919,1.48,6620
2021-10-09,Sugarcane,Lucknow,3150,3.05,3150
2021-10-09,Tea,Guwahati,17817,2.46,0
2021-10-09,Coffee,Chikmagalur,13902,0.84,0
2021-10-10,Tomato,Delhi,1935,2.45,0
2021-10-10,Onion,Delhi,1723,5.46,0
2021-10-10,Potato,Delhi,1156,2.2,0
2021-10-10,Brinjal,Delhi,1679,0.46,0
2021-10-10,Cabbage,Delhi,1300,1.28,0
2021-10-10,Wheat,Delhi,2275,3.2,2275
2021-10-10,Rice,Lucknow,2695,5.93,2300
2021-10-10,Maize,Indore,2090,5.7,2090
2021-10-10,Bajra,Jaipur,2500,2.44,2500
2021-10-10,Jowar,Nagpur,3180,0.96,3180
2021-10-10,Tur Dal,Hyderabad,7000,2.72,7000
2021-10-10,Moong Dal,Bhopal,7755,4.01,7755
2021-10-10,Urad Dal,Kanpur,6950,1.42,6950
2021-10-10,Groundnut,Ahmedabad,5884,1.26,5850
2021-10-10,Soybean,Indore,4600,3.52,4600
2021-10-10,Mustard,Jaipur,5650,4.82,5650
2021-10-10,Cotton,Nagpur,6948,3.65,6620
2021-10-10,Sugarcane,Lucknow,3150,5.43,3150
2021-10-10,Tea,Guwahati,17832,5.29,0
2021-10-10,Coffee,Chikmagalur,13916,1.42,0
2021-10-11,Tomato,Delhi,1844,4.31,0
2021-10-11,Onion,Delhi,1645,5.09,0
2021-10-11,Potato,Delhi,1349,3.79,0
2021-10-11,Brinjal,Delhi,1610,1.72,0
2021-10-11,Cabbage,Delhi,1204,2.91,0
2021-10-11,Wheat,Delhi,2275,2.56,2275
2021-10-11,Rice,Lucknow,2477,5.17,2300
2021-10-11,Maize,Indore,2090,4.49,2090
2021-10-11,Bajra,Jaipur,2500,2.67,2500
2021-10-11,Jowar,Nagpur,3180,5.15,3180
2021-10-11,Tur Dal,Hyderabad,7000,3.64,7000
2021-10-11,Moong Dal,Bhopal,7755,1.41,7755
2021-10-11,Urad Dal,Kanpur,6950,2.13,6950
2021-10-11,Groundnut,Ahmedabad,5858,5.41,5850
2021-10-11,Soybean,Indore,4600,4.12,4600
2021-10-11,Mustard,Jaipur,5650,4.72,5650
2021-10-11,Cotton,Nagpur,6773,2.89,6620
2021-10-11,Sugarcane,Lucknow,3150,2.11,3150
2021-10-11,Tea,Guwahati,17757,4.8,0
2021-10-11,Coffee,Chikmagalur,13909,1.96,0
2021-10-12,Tomato,Delhi,1694,1.23,0
2021-10-12,Onion,Delhi,1613,5.06,0
2021-10-12,Potato,Delhi,1305,0.64,0
2021-10-12,Brinjal,Delhi,1699,0.0,0
2021-10-12,Cabbage,Delhi,1194,3.55,0
2021-10-12,Wheat,Delhi,2275,2.23,2275
2021-10-12,Rice,Lucknow,2595,1.93,2300
2021-10-12,Maize,Indore,2090,4.08,2090
2021-10-12,Bajra,Jaipur,2500,0.6,2500
2021-10-12,Jowar,Nagpur,3180,1.67,3180
2021-10-12,Tur Dal,Hyderabad,7000,4.5,7000
2021-10-12,Moong Dal,Bhopal,7755,4.78,7755
2021-10-12,Urad Dal,Kanpur,6950,4.15,6950
2021-10-12,Groundnut,Ahmedabad,5850,5.32,5850
2021-10-12,Soybean,Indore,4600,0.45,4600
2021-10-12,Mustard,Jaipur,5650,1.12,5650
2021-10-12,Cotton,Nagpur,6788,1.15,6620
2021-10-12,Sugarcane,Lucknow,3150,2.46,3150
2021-10-12,Tea,Guwahati,17929,0.97,0
2021-10-12,Coffee,Chikmagalur,13817,4.46,0
2021-10-13,Tomato,Delhi,1879,5.87,0
2021-10-13,Onion,Delhi,1633,0.71,0
2021-10-13,Potato,Delhi,1362,0.76,0
2021-10-13,Brinjal,Delhi,1831,4.6,0
2021-10-13,Cabbage,Delhi,1193,0.89,0
2021-10-13,Wheat,Delhi,2275,0.58,2275
2021-10-13,Rice,Lucknow,2506,2.25,2300
2021-10-13,Maize,Indore,2090,5.85,2090
2021-10-13,Bajra,Jaipur,2500,2.04,2500
2021-10-13,Jowar,Nagpur,3180,4.87,3180
2021-10-13,Tur Dal,Hyderabad,7000,2.5,7000
2021-10-13,Moong Dal,Bhopal,7755,5.17,7755
2021-10-13,Urad Dal,Kanpur,6950,1.56,6950
2021-10-13,Groundnut,Ahmedabad,5850,1.0,5850
2021-10-13,Soybean,Indore,4600,5.11,4600
2021-10-13,Mustard,Jaipur,5650,2.92,5650
2021-10-13,Cotton,Nagpur,6837,4.34,6620
2021-10-13,Sugarcane,Lucknow,3150,2.09,3150
2021-10-13,Tea,Guwahati,17902,0.51,0
2021-10-13,Coffee,Chikmagalur,13811,0.08,0
2021-10-14,Tomato,Delhi,1684,2.36,0
2021-10-14,Onion,Delhi,1577,2.8,0
2021-10-14,Potato,Delhi,1284,2.45,0
2021-10-14,Brinjal,Delhi,1776,1.42,0
2021-10-14,Cabbage,Delhi,1127,3.12,0
2021-10-14,Wheat,Delhi,2275,3.73,2275
2021-10-14,Rice,Lucknow,2463,2.53,2300
2021-10-14,Maize,Indore,2090,3.56,2090
2021-10-14,Bajra,Jaipur,2500,1.49,2500
2021-10-14,Jowar,Nagpur,3180,2.49,3180
2021-10-14,Tur Dal,Hyderabad,7000,5.39,7000
2021-10-14,Moong Dal,Bhopal,7755,3.78,7755
2021-10-14,Urad Dal,Kanpur,6950,0.67,6950
2021-10-14,Groundnut,Ahmedabad,5850,0.3,5850
2021-10-14,Soybean,Indore,4600,3.23,4600
2021-10-14,Mustard,Jaipur,5650,0.17,5650
2021-10-14,Cotton,Nagpur,6766,2.14,6620
2021-10-14,Sugarcane,Lucknow,3150,2.55,3150
2021-10-14,Tea,Guwahati,17762,0.52,0
2021-10-14,Coffee,Chikmagalur,13816,2.7,0
2021-10-15,Tomato,Delhi,1829,5.77,0
2021-10-15,Onion,Delhi,1496,4.1,0
2021-10-15,Potato,Delhi,1192,4.32,0
2021-10-15,Brinjal,Delhi,1809,5.08,0
2021-10-15,Cabbage,Delhi,1134,2.43,0
2021-10-15,Wheat,Delhi,2275,2.35,2275
2021-10-15,Rice,Lucknow,2579,5.37,2300
2021-10-15,Maize,Indore,2090,0.25,2090
2021-10-15,Bajra,Jaipur,2500,1.13,2500
2021-10-15,Jowar,Nagpur,3180,3.38,3180
2021-10-15,Tur Dal,Hyderabad,7000,4.66,7000
2021-10-15,Moong Dal,Bhopal,7755,0.29,7755
2021-10-15,Urad Dal,Kanpur,6950,0.65,6950
2021-10-15,Groundnut,Ahmedabad,5936,3.65,5850
2021-10-15,Soybean,Indore,4600,4.32,4600
2021-10-15,Mustard,Jaipur,5650,1.45,5650
2021-10-15,Cotton,Nagpur,6659,0.6,6620
2021-10-15,Sugarcane,Lucknow,3150,0.62,3150
2021-10-15,Tea,Guwahati,17826,5.57,0
2021-10-15,Coffee,Chikmagalur,13916,4.53,0
2021-10-16,Tomato,Delhi,1656,0.13,0
2021-10-16,Onion,Delhi,1612,1.44,0
2021-10-16,Potato,Delhi,1421,0.45,0
2021-10-16,Brinjal,Delhi,1562,4.3,0
2021-10-16,Cabbage,Delhi,1073,2.27,0
2021-10-16,Wheat,Delhi,2275,4.65,2275
2021-10-16,Rice,Lucknow,2527,2.69,2300
2021-10-16,Maize,Indore,2090,5.66,2090
2021-10-16,Bajra,Jaipur,2500,3.88,2500
2021-10-16,Jowar,Nagpur,3180,4.1,3180
2021-10-16,Tur Dal,Hyderabad,7000,2.57,7000
2021-10-16,Moong Dal,Bhopal,7755,4.32,7755
2021-10-16,Urad Dal,Kanpur,6950,1.57,6950
2021-10-16,Groundnut,Ahmedabad,5878,3.3,5850
2021-10-16,Soybean,Indore,4600,4.04,4600
2021-10-16,Mustard,Jaipur,5650,0.62,5650
2021-10-16,Cotton,Nagpur,6894,0.22,6620
2021-10-16,Sugarcane,Lucknow,3150,1.69,3150
2021-10-16,Tea,Guwahati,17939,3.54,0
2021-10-16,Coffee,Chikmagalur,13908,5.7,0
2021-10-17,Tomato,Delhi,1765,5.82,0
2021-10-17,Onion,Delhi,1698,3.13,0
2021-10-17,Potato,Delhi,1254,1.6,0
2021-10-17,Brinjal,Delhi,1562,1.35,0
2021-10-17,Cabbage,Delhi,1291,1.42,0
2021-10-17,Wheat,Delhi,2275,3.76,2275
2021-10-17,Rice,Lucknow,2489,5.88,2300
2021-10-17,Maize,Indore,2090,5.63,2090
2021-10-17,Bajra,Jaipur,2500,4.84,2500
2021-10-17,Jowar,Nagpur,3180,1.05,3180
2021-10-17,Tur Dal,Hyderabad,7000,3.71,7000
2021-10-17,Moong Dal,Bhopal,7755,4.74,7755
